# Content: <DELAY_IN_SAMPLES> | <NORMALIZATION_FACTOR> | <PATH_TO_WAV_FILE>
# fields are separated by '|'
# Lines starting with '#' (comments) will be ignored
30650|-0.377184|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
117680|-0.116233|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
22320|0.137055|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
115360|-0.129115|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
19850|0.0579545|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
35730|-0.132411|/home/afr/Desktop/cage-songbooks/jolana/blob-3.wav
52340|-0.256649|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
37740|-0.131944|/home/afr/Desktop/cage-songbooks/jolana/blob-3.wav
27740|-0.1134|/home/afr/Desktop/cage-songbooks/jolana/blob-1.wav
17180|-0.0470987|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
72270|0.217795|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
19950|0.0676032|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
44430|-0.135403|/home/afr/Desktop/cage-songbooks/jolana/blob-3.wav
33240|-0.351465|/home/afr/Desktop/cage-songbooks/jolana/blob-34.wav
113100|0.125411|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
26470|-0.338243|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
26880|0.226737|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
121320|-0.319908|/home/afr/Desktop/cage-songbooks/jolana/blob-24.wav
39490|-0.351308|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
68280|0.1745|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
21500|-0.304493|/home/afr/Desktop/cage-songbooks/jolana/blob-8.wav
39650|0.346631|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
17270|-0.0634729|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
32600|0.300901|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
111970|-0.171254|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
44520|-0.13236|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
23720|0.104071|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
24440|-0.112874|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
33660|0.273313|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
41010|0.222074|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
139210|0.192963|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
21310|-0.0906972|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
78240|-0.188259|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
17750|0.0471585|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
18120|-0.0469744|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
68420|-0.195889|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
23190|-0.0648107|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
112820|0.0834837|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
50660|-0.202022|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
39860|0.351092|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
33720|0.119969|/home/afr/Desktop/cage-songbooks/jolana/blob-16.wav
70610|0.182154|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
40840|-0.0657111|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
26980|0.144281|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
40780|0.322865|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
24520|0.0590948|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
118880|-0.13785|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
39090|-0.0512473|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
37680|0.0557313|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
101610|0.0813261|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
31210|0.0727662|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
32180|-0.128128|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
45950|0.0876108|/home/afr/Desktop/cage-songbooks/jolana/blob-30.wav
41960|0.196284|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
80150|0.195105|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
41710|-0.344814|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
43000|0.31777|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
52000|0.0576534|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
22060|-0.149327|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
30600|0.407578|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
22740|-0.136891|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
126900|-0.0752679|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
27400|0.15078|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
30930|0.0292138|/home/afr/Desktop/cage-songbooks/jolana/blob-20.wav
19900|0.0853135|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
48780|-0.373165|/home/afr/Desktop/cage-songbooks/jolana/blob-34.wav
47800|-0.139314|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
107420|-0.0685462|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
52070|-0.384389|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
37730|-0.0485497|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
64250|-0.0732568|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
30860|-0.348753|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
46340|-0.0616116|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
25700|-0.101007|/home/afr/Desktop/cage-songbooks/jolana/blob-30.wav
139980|0.0923399|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
76120|0.0597336|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
21800|0.145312|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
130610|-0.0452841|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
75190|0.353126|/home/afr/Desktop/cage-songbooks/jolana/blob-34.wav
80|-0.0899647|/home/afr/Desktop/cage-songbooks/jolana/blob-38.wav
73140|-0.085067|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
31920|-0.144827|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
42890|0.335716|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
51590|0.357988|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
98710|-0.0638907|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
42730|-0.335636|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
32700|-0.149026|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
68360|0.154643|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
51540|-0.365906|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
109890|0.0589588|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
61210|0.056198|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
21860|0.0878426|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
31650|0.165616|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
19970|0.0747164|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
37790|0.0617667|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
94640|0.0814372|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
39390|-0.098018|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
107480|0.0509949|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
21650|0.0368884|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
39290|-0.104788|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
47320|0.0966793|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
42950|-0.0588524|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
32260|-0.144671|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
91790|0.0961744|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
39230|-0.051226|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
42620|-0.380424|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
25510|0.13253|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
26300|-0.136612|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
47270|-0.096299|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
38280|0.117702|/home/afr/Desktop/cage-songbooks/jolana/blob-1.wav
43900|-0.141843|/home/afr/Desktop/cage-songbooks/jolana/blob-3.wav
19270|-0.0711143|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
14770|-0.0746824|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
72420|-0.0908022|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
21690|-0.0793266|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
32700|0.319938|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
51060|0.359577|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
20560|-0.303636|/home/afr/Desktop/cage-songbooks/jolana/blob-8.wav
8220|-0.0461776|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
78640|-0.0786825|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
61300|0.0390201|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
27830|-0.0973814|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
23550|-0.1459|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
51230|-0.364013|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
55740|0.0542228|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
38920|0.12216|/home/afr/Desktop/cage-songbooks/jolana/blob-1.wav
28460|0.141327|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
32440|-0.0440544|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
46320|-0.0818971|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
38970|-0.109555|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
64020|0.0964738|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
21190|-0.0659008|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
64590|-0.0362629|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
23280|0.142615|/home/afr/Desktop/cage-songbooks/jolana/blob-2.wav
115820|-0.0415555|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
60970|-0.0541851|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
23720|-0.141735|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
30610|-0.120452|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
120|0.0772625|/home/afr/Desktop/cage-songbooks/jolana/blob-38.wav
33930|0.114048|/home/afr/Desktop/cage-songbooks/jolana/blob-21.wav
38600|0.124516|/home/afr/Desktop/cage-songbooks/jolana/blob-1.wav
20460|-0.283131|/home/afr/Desktop/cage-songbooks/jolana/blob-8.wav
63920|0.151351|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
57780|-0.0392517|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
24540|-0.131707|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
