# Content: <DELAY_IN_SAMPLES> | <NORMALIZATION_FACTOR> | <PATH_TO_WAV_FILE>
# fields are separated by '|'
# Lines starting with '#' (comments) will be ignored
177060|0.127387|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
91970|-0.0809648|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
57060|0.621362|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
71830|-0.188267|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
146370|0.143134|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
46090|-0.201754|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
37200|0.109998|/home/afr/Desktop/cage-songbooks/jolana/blob-11.wav
52340|-0.21553|/home/afr/Desktop/cage-songbooks/jolana/blob-28.wav
187490|-0.130793|/home/afr/Desktop/cage-songbooks/jolana/blob-1.wav
52730|0.104821|/home/afr/Desktop/cage-songbooks/jolana/blob-12.wav
81760|-0.105983|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
179480|0.130727|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
48120|-0.107494|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
81020|-0.238463|/home/afr/Desktop/cage-songbooks/jolana/blob-32.wav
2000|-0.263235|/home/afr/Desktop/cage-songbooks/jolana/blob-34.wav
182180|0.16422|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
31910|-0.0574791|/home/afr/Desktop/cage-songbooks/jolana/blob-11.wav
29910|0.033011|/home/afr/Desktop/cage-songbooks/jolana/blob-20.wav
153180|0.152793|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
189440|-0.21486|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
25060|0.233747|/home/afr/Desktop/cage-songbooks/jolana/blob-8.wav
152140|0.155861|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
72390|0.0826148|/home/afr/Desktop/cage-songbooks/jolana/blob-12.wav
75920|0.0423|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
57210|0.253004|/home/afr/Desktop/cage-songbooks/jolana/blob-24.wav
69920|0.0861161|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
26910|0.114811|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
134040|0.234048|/home/afr/Desktop/cage-songbooks/jolana/blob-15.wav
179340|-0.308999|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
75840|-0.0704368|/home/afr/Desktop/cage-songbooks/jolana/blob-12.wav
55940|-0.0764488|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
29390|-0.0449918|/home/afr/Desktop/cage-songbooks/jolana/blob-20.wav
188010|-0.0853924|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
18910|-0.060458|/home/afr/Desktop/cage-songbooks/jolana/blob-13.wav
5630|0.0612714|/home/afr/Desktop/cage-songbooks/jolana/blob-12.wav
137030|0.191522|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
178180|-0.294253|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
92110|0.0922836|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
64130|-0.046349|/home/afr/Desktop/cage-songbooks/jolana/blob-11.wav
142080|0.158893|/home/afr/Desktop/cage-songbooks/jolana/blob-36.wav
141110|0.120385|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
90600|-0.0421184|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
134420|-0.0819582|/home/afr/Desktop/cage-songbooks/jolana/blob-30.wav
135500|0.073195|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
47430|-0.0358969|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
28860|0.0414036|/home/afr/Desktop/cage-songbooks/jolana/blob-20.wav
32920|-0.0444653|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
34090|0.29515|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
7030|0.198425|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
67250|-0.0519529|/home/afr/Desktop/cage-songbooks/jolana/blob-23.wav
92220|0.0823951|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
6480|-0.183828|/home/afr/Desktop/cage-songbooks/jolana/blob-16.wav
83990|0.0762263|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
32770|0.023964|/home/afr/Desktop/cage-songbooks/jolana/blob-11.wav
1140|-0.056731|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
134240|0.0822525|/home/afr/Desktop/cage-songbooks/jolana/blob-35.wav
180110|0.261343|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
100340|0.181284|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
57060|-0.336276|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
139390|0.134754|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
24970|-0.0991609|/home/afr/Desktop/cage-songbooks/jolana/blob-19.wav
56090|-0.0566592|/home/afr/Desktop/cage-songbooks/jolana/blob-23.wav
1730|0.209134|/home/afr/Desktop/cage-songbooks/jolana/blob-34.wav
35950|-0.0862576|/home/afr/Desktop/cage-songbooks/jolana/blob-18.wav
28090|-0.0430647|/home/afr/Desktop/cage-songbooks/jolana/blob-20.wav
75070|0.103341|/home/afr/Desktop/cage-songbooks/jolana/blob-32.wav
61970|0.0269291|/home/afr/Desktop/cage-songbooks/jolana/blob-33.wav
136600|-0.201804|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
134060|0.237846|/home/afr/Desktop/cage-songbooks/jolana/blob-15.wav
104150|-0.132563|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
117490|0.0473014|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
134020|0.200147|/home/afr/Desktop/cage-songbooks/jolana/blob-15.wav
137010|0.0584504|/home/afr/Desktop/cage-songbooks/jolana/blob-23.wav
155580|-0.091246|/home/afr/Desktop/cage-songbooks/jolana/blob-29.wav
54280|-0.0670797|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
117230|-0.0705999|/home/afr/Desktop/cage-songbooks/jolana/blob-7.wav
178680|-0.160447|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
59690|-0.0638893|/home/afr/Desktop/cage-songbooks/jolana/blob-30.wav
166760|0.100259|/home/afr/Desktop/cage-songbooks/jolana/blob-32.wav
181190|-0.173957|/home/afr/Desktop/cage-songbooks/jolana/blob-37.wav
850|0.0560025|/home/afr/Desktop/cage-songbooks/jolana/blob-26.wav
179000|0.153816|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
180860|0.232775|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
186080|-0.17806|/home/afr/Desktop/cage-songbooks/jolana/blob-15.wav
69960|0.048304|/home/afr/Desktop/cage-songbooks/jolana/blob-23.wav
44100|-0.0370477|/home/afr/Desktop/cage-songbooks/jolana/blob-4.wav
186100|-0.187097|/home/afr/Desktop/cage-songbooks/jolana/blob-15.wav
137110|-0.200743|/home/afr/Desktop/cage-songbooks/jolana/blob-22.wav
138870|0.117937|/home/afr/Desktop/cage-songbooks/jolana/blob-14.wav
92450|-0.0921732|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
91580|-0.0646945|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
145520|0.125615|/home/afr/Desktop/cage-songbooks/jolana/blob-5.wav
180880|0.150143|/home/afr/Desktop/cage-songbooks/jolana/blob-17.wav
178800|0.228344|/home/afr/Desktop/cage-songbooks/jolana/blob-40.wav
106960|0.126553|/home/afr/Desktop/cage-songbooks/jolana/blob-39.wav
134000|0.0578925|/home/afr/Desktop/cage-songbooks/jolana/blob-27.wav
15360|0.0555568|/home/afr/Desktop/cage-songbooks/jolana/blob-38.wav
91160|0.0676989|/home/afr/Desktop/cage-songbooks/jolana/blob-25.wav
134350|0.0592698|/home/afr/Desktop/cage-songbooks/jolana/blob-30.wav
