# Content: <DELAY_IN_SAMPLES> | <NORMALIZATION_FACTOR> | <PATH_TO_WAV_FILE>
# fields are separated by '|'
# Lines starting with '#' (comments) will be ignored
428200|-0.120892|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-13.wav
377500|0.0586076|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-23.wav
377700|-0.0703892|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-16.wav
708500|-0.114752|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-3.wav
216200|0.095098|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-8.wav
239500|-0.144345|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-25.wav
415000|0.124107|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-11.wav
255600|0.130414|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-25.wav
365300|0.0832924|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-10.wav
629100|0.100747|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-12.wav
696700|-0.0895873|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-3.wav
421000|-0.124247|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-7.wav
666300|0.0994086|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-25.wav
621800|-0.0509604|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-29.wav
700500|-0.0731324|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-30.wav
706800|0.162727|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-31.wav
412500|0.0696029|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-11.wav
662600|0.0656764|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-19.wav
700000|-0.104572|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-31.wav
411800|-0.054046|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-20.wav
698800|0.105108|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-9.wav
698200|-0.107158|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-31.wav
630600|-0.0859454|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-12.wav
408800|0.0735157|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-6.wav
664700|-0.0482318|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-23.wav
702500|0.0700958|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-24.wav
247300|-0.088311|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-18.wav
371500|-0.0466285|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-14.wav
705200|-0.0774301|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-6.wav
240400|0.0541519|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-11.wav
254300|-0.0873359|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-25.wav
649500|0.04339|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-19.wav
405400|-0.0691782|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-24.wav
629200|-0.0955966|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-12.wav
631800|-0.0888919|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-12.wav
668200|0.0685126|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-21.wav
701500|-0.0839112|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-7.wav
660400|0.0451793|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-23.wav
242300|0.0545861|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-11.wav
742000|0.665476|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-32.wav
692200|-0.0729378|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-13.wav
706000|-0.0792989|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-3.wav
665700|-0.0383897|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-28.wav
691400|-0.0635363|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-30.wav
248000|-0.062855|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-6.wav
710800|-0.0415726|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-19.wav
706200|0.0665027|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-25.wav
237300|-0.0364272|/home/afr/Desktop/cage-songbooks/blobs_aoife/blob-5.wav
